20205000383;;;;3377000409;3378001304;3377000058;3377000409;;;;;;3377000488;3377000409;3377000768;3377000409;3378001304;;;;;;
20205000384;967856301;BV 30;;4700117227;;;;;;;;;;;;;;;;;;;
20205000385;967856301;BV 30;;4700117227;;;;;;;;;;;;;;;;;;;
20205000386;967856301;BV 30;;4700117227;;;;;;;;;;;;;;;;;;;
20205000387;967856301;BV 30;D20201212082354;4700117227;;;;GCAST-2044620;;;;03.2020;;;;;;;;;;;
20205000388;967856301;BV 30;D20201212082253;4700117227;;;;GCAST-2044611;;;;03.2020;;;;;;;;;;;
20205000389;967856301;BV 30;D20201212082325;4700117227;;;;GCAST-2044619;;;;03.2020;;;;;;;;;;;
20205000390;966844816;SOFF - CUT 150;D20201215141553;597299702;;;;5023804248;;;;08.2020;;;;;;;;;;;
20205000391;966844816;SOFF - CUT 150;D20201215141610;597299702;;;;5023804138;;;;08.2020;;;;;;;;;;;
20205000392;966844816;SOFF - CUT 150;D20201215141652;597299702;;;;5023806218;;;;08.2020;;;;;;;;;;;
20205000393;966844816;SOFF - CUT 150;D20201215141711;597299702;;;;5023809848;;;;08.2020;;;;;;;;;;;
20205000394;966844816;SOFF - CUT 150;D20201215152812;597299702;;;;5023804018;;;;08.2020;;;;;;;;;;;
20205000395;966844816;SOFF - CUT 150;D20201215152725;597299702;;;;5023804538;;;;08.2020;;;;;;;;;;;
20205000396;966844816;SOFF - CUT 150;D20201216082218;597299702;;;;5023803418;;;;08.2020;;;;;;;;;;;
20205000399;967956101;BD 42;;;;;;;;;;;;;;;;;;;;;
20205000400;966844811;SOFF - CUT 150;D20210122110248;597266701;;;;5028306728;;;;10.2020;;;;;;;;;;;
20205000401;966844811;SOFF - CUT 150;D20210122110144;597266701;;;;5028303498;;;;10.2020;;;;;;;;;;;
20205000402;966844811;SOFF - CUT 150;D20210122110051;597266701;;;;5028303228;;;;10.2020;;;;;;;;;;;
20205000403;966844811;SOFF - CUT 150;D20210122110004;597266701;;;;5028303088;;;;10.2020;;;;;;;;;;;
20205000404;966844811;SOFF - CUT 150;D20210122105931;597266701;;;;5028307138;;;;10.2020;;;;;;;;;;;
20205000405;966844811;SOFF - CUT 150;D20210122133735;597266701;;;;5028303608;;;;10.2020;;;;;;;;;;;
20205000406;966844811;SOFF - CUT 150;D20210122133746;597266701;;;;5028303358;;;;10.2020;;;;;;;;;;;
20205000407;966844811;SOFF - CUT 150;D20210122142038;597266701;;;;5028303308;;;;10.2020;;;;;;;;;;;
20205000408;966844811;SOFF - CUT 150;D20210122142018;597266701;;;;5028303578;;;;10.2020;;;;;;;;;;;
20205000409;966844811;SOFF - CUT 150;D20210122141956;597266701;;;;5028303508;;;;10.2020;;;;;;;;;;;
20205000410;966844811;SOFF - CUT 150;D20210122160318;597266701;;;;5028303278;;;;10.2020;;;;;;;;;;;
